text,topic
Italy envoy aims to free 2 hostages in Iraq KUWAIT CITY -- Foreign Minister Franco Frattini of Italy appealed for a  quot;civilized dialogue quot; between religions as he stood inside Kuwait's Grand Mosque at the start of a Middle East visit he hopes will help win the release of two Italian women kidnapped in Iraq.,Politics
"Japanese Troops Authorised to Stay in Iraq Japans Cabinet today approved a plan to keep Japanese troops in Iraq for another year. Prime Minister Junichiro Koizumi, a vocal supporter of the US-led invasion of Iraq, had argued the dispatch was needed ",Politics
"US Envoy Denies Using Influence in Afghan Elections The United States ambassador to Afghanistan denies allegations he is meddling in the country #39;s first direct presidential election, to be held on October 9. US ambassador to Kabul, Zalmay Khalilzad, says that ",Politics
Hezbollah claims to send its first reconnaissance drone over &lt;b&gt;...&lt;/b&gt; Hezbollah sent a reconnaissance drone into Israeli territory over northern Jewish settlements Sunday in the first hostile aerial incursion from Lebanon since a hang glider attack 17 years ago killed six soldiers.,Politics
Burma to relaunch democracy talks \Burma sets a new date for a constitutional conference seen as a first step towards democracy.,Politics
"Saudi Militant Killed in Clash Saudi security forces have killed a wanted militant near the scene of a deadly shootout Thursday. Officials say the militant was killed in a gunbattle Friday in the northern town of Buraida, hours after one ",Politics
"PA in talks with World Bank over Gaza after pullout The Palestinian Authority is negotiating with the World Bank and, indirectly, with Israeli representatives, regarding economic and administrative arrangements for the post-disengagement Gaza Strip.",Politics
"Lawmakers Troubled by 'Ghost Detainees' WASHINGTON - Congress may keep up the focus on the prison abuse scandal following the disclosure that the military has concealed as many as 100 ""ghost detainees"" from the Red Cross.    The presence of prisoners held by the CIA outside of the military's usual system of registration and care was an important finding of an Army investigation completed last month...",Politics
"Rumsfeld: U.S. Troops Can Leave Before Iraq Peaceful (Reuters) Reuters - The United States does not have to\wait until Iraq ""is peaceful and perfect"" before it begins to\withdraw military troops from that troubled country, Defense\Secretary Donald Rumsfeld said on Friday.",Politics
"Bombing claims 4 at Pak mosque LAHORE, Oct. 10 - A bombing at a Shiite mosque in the eastern city of Lahore on Sunday killed at least four people and injured four, officials said.",Politics
Football: Glazer 'eyes Man U bid' American tycoon Malcolm Glazer is reportedly poised to launch a takeover bid for Manchester United.,Politics
UN fears tens of thousands more tsunami dead as aid push gets star power (AFP) AFP - The United Nations is saying tens of thousands more people may have died in Asia's tsunami disaster as former US presidents to rock stars mobilise to feed the millions of destitute.,Politics
"Russian Air Disaster Was Suicide Attack, According to US Sources Traces of explosives found in one of two downed Tupolev planes match explosives used in the 1999 bombing attacks of Moscow apartments by Chechen separatists, according to two US government sources.",Politics
"Novartis Withdraws Application for Prexige (AP) AP - Swiss pharmaceutical giant Novartis AG said Tuesday it is temporarily withdrawing an application for European Union approval of its painkiller Prexige, but added that it will present new data this week to prove the safety and effectiveness of the drug.",Politics
"Bangladesh government offers reward to catch grenade attackers (AFP) AFP - The Bangladeshi government has announced a 160,000-dollar reward in a bid to catch the assailants who killed 20 people and injured hundreds in a grenade attack on an opposition rally last weekend.",Politics
"Indonesia releases embassy attack footage Indonesian police on Saturday released security camera images of a truck bombing outside the Australian Embassy, and investigators found traces of explosives in a room rented by two Malaysian militants wanted in the blast.",Politics
"WORLD BRIEFS US SOLDIER KILLED IN AFGHANISTAN. An attack on a patrol killed an American soldier in Afghanistan, the third US fatality there this week, the military said yesterday, amid a flurry of attacks that wounded ",Politics
"Iraq Turns Over Decapitated Corpse to U.S. BAGHDAD, Iraq - Iraqi officials recovered a decapitated corpse in western Baghdad on Wednesday and turned it over to the United States, which was investigating if it was the body of kidnapped American Jack Hensley - purportedly slain the day before by al-Qaida-linked militants.    The discovery came as the U.S...",Politics
"As the government declares a three-day mourning Yemen grieves loss &lt;b&gt;...&lt;/b&gt; In an official message broadcast on national TV and official news agency Saba, Yemens president conveyed his condolences to the United Arab Emirates (UAE) for the demise of its president Sheikh Zayed bin Sultan Aal Nahyan, who died at the age of 90 ",Politics
"Bin Laden deputy vows fight Muslims to 'stand firm,' tape says CAIRO -- Osama bin Laden's top deputy vowed in a videotape aired yesterday to keep fighting the United States until Washington changes its policies.",Politics
"Death demanded for South African  #39;mercenary #39; in E Guinea coup bid MALABO : The prosecutor in the case of South African alleged mercenary leader Nick du Toit, who has admitted a limited role in a coup bid in Equatorial Guinea, called for him to be sentenced to death.",Politics
"UN's Annan warns against Fallujah assault (AFP) AFP - UN Secretary General Kofi Annan has warned the United States, Britain and Iraq that a planned assault on Fallujah could undermine planned elections in January, diplomats said.",Politics
"Militants threaten to kill Turk hostage  CAIRO -- Iraqi militants threatened to behead a Turkish truck driver if his company and the Kuwaiti contractor it works for did not stop their operations in Iraq within 48 hours, according to a videotape aired on Arab television yesterday.",Politics
"Blast outside Bangladesh opposition HQ kills 6 DHAKA - At least six people were killed and more than 200 injured in a series of bomb blasts at a meeting of the main opposition Awami League in the capital on Saturday, witnesses and news reports said.",Politics
"Hurricane Ivan Churns Toward Caribbean BRIDGETOWN, Barbados - Hurricane Ivan churned toward the Caribbean on Monday, packing sustained winds of 115 mph and threatening to hit Barbados and other islands, after it strengthened from tropical storm status with unusual speed.    Residents rushed to install storm shutters and schools remained closed in Barbados, where the Category 3 storm - the fourth major hurricane of the season - was expected to hit late Tuesday...",Politics
"Historic Cuban Church Begins Construction (AP) AP - Following a procession through the streets of the city's historic district, religious figures and Cuban government officials on Sunday laid down the first stone of what will become the island's first-ever Russian Orthodox church.",Politics
"Pakistan arrests Libyan suspected of Qaeda ties PESHAWAR, Pakistan -- Pakistani intelligence agents arrested a Libyan on suspicion of having links to Al Qaeda after raiding a home on the outskirts of this northwestern city yesterday, security officials said.",Politics
"Fatah Party Chooses Abbas As Its Candidate (AP) AP - The ruling Fatah party chose Mahmoud Abbas as its candidate to replace Yasser Arafat as head of the Palestinian Authority in Jan. 9 elections, a Palestinian official said. Abbas, 69, Arafat's longtime deputy as head of the Palestine Liberation Organization, has already been named head of the PLO.",Politics
Martin: Partnership  #39;even more important #39; Canadian Prime Minister Paul Martin recounted Wednesday the hospitality Canadians displayed to stranded travelers after US airspace closed in the wake of the 2001 terror attacks.,Politics
Al-Zarqawi group kidnaps one Japanese The organization of  quot;Qaida al-Jihad in the Mesopotamia quot; which is led by Abu Musab al-Zarqawi said it had kidnapped one member of the Japanese forces in Iraq and threatened to execute him if Tokyo will not withdraw its forces from Iraq within 48 hours.,Politics
Anwar Seeks Court Clearance A bid by Malaysias former deputy leader Anwar Ibrahim to clear his criminal record and return to politics gained pace today as the nations highest court said it would rule next week on an appeal to overturn his corruption conviction.,Politics
"Seoul dismisses North #39;s nuke claims as propaganda SEOUL (AFP) - South Korean officials on Tuesday dismissed as propaganda a top North Korean official #39;s claims that Pyongyang had made nuclear weapons from spent plutonium fuel rods, news reports said.",Politics
"Putin Sets Veto Outcry at Rest NEW DELHI, 5 December 2004 - Russian President Vladimir Putin clarified his stand yesterday on Moscow favoring Indias membership of the UN Security Council.",Politics
"Putin: Iraq Still Too Dangerous for Russian Firms (Reuters) Reuters - Iraq is still too dangerous for Russian\companies to work there, President Vladimir Putin was quoted as\saying on Friday.",Politics
Indonesia says tourism unaffected by Australian embassy bomb blast &lt;b&gt;...&lt;/b&gt; The Indonesian tourism industry has so far not been affected by last week #39;s bombing outside the Australian embassy in Jakarta and officials said they do not expect a significant drop in visitor numbers as a result of the attack.,Politics
"AP: Iran Converts Uranium Into Gas TEHRAN, Iran Oct. 6, 2004 - Iran has converted a few tons of raw uranium into hexafluoride gas needed for enrichment, a necessary step toward producing nuclear fuel or nuclear weapons, a top nuclear official told The Associated Press on Wednesday.",Politics
"Unidentified submarine detected in Japanese waters TOKYO - An unidentified submarine was detected moving in Japanese waters near Okinawa on Wednesday, prompting Japan #39;s Defense Agency chief Yoshinori Ono to dispatch a Maritime Self-Defense Force team to step up security in the area.",Politics
Cricket: England whitewash England beat the West Indies by 10 wickets to seal a 4-0 series whitewash.,Politics
"After Arafat It is often the case with charismatic rebels with a just cause that, when they pass on, the world tends to assume one of two things: either that all problems will be solved now, or none will be solved.",Politics
Shock as SA vagrant left to die An probe is launched after paramedics allegedly leave a homeless man in South Africa to die because he was dirty.,Politics
"Swedes Gather in Memory of Anna Lindh The terrorist events in the US werent the only unhappy birthdays to be remembered on Sept. 11. A year ago, Swedish Foreign Minister Anna Lindh was stabbed to death in a department store as horrified shoppers watched.",Politics
"Sheffield, Yanks Rally for Win Over Twins The New York Yankees wasted a six-run lead and were about to get swept by the Minnesota Twins until Gary Sheffield saved them - just as he has so often this season. Sheffield homered twice and keyed a four-run rally in the ninth inning Thursday night, sending the Yankees to a seesaw, 13-10 victory in Minnesota...",Politics
"Iraq Nuke Sites Were Stripped by Experts-Diplomats (Reuters) Reuters - The removal of Iraq's mothballed nuclear\facilities took around one year and was carried out by experts\with heavy machinery and demolition equipment, diplomats close\to the U.N. said on Thursday.",Politics
"Bush and Kerry Put on a Lively Show (AP) AP - Friday's rematch between President Bush and John Kerry proved to be a livelier affair, and a more revealing show, than their first debate.",Politics
"Insurgents Blow Up an Iraqi Oil Pipeline Insurgents blew up a northern oil export pipeline on Tuesday, dealing a severe blow to the national economy, even as car bombs and gun battles across the country ",Politics
"Indian truckers call off strike (AFP) AFP - An Indian transport union spearheading a truckers' strike called off its week-long agitation after reaching an agreement with the government to form a panel to study a controversial tax, an official said.",Politics
"India Celebrates 350th Birthday of Taj Mahal  AGRA, India (Reuters) - Hundreds of schoolchildren gathered  outside India's Taj Mahal on Monday, releasing heart-shaped  balloons and setting free white pigeons to mark the 350th  birthday of the world's most famous monument to love.",Politics
"Missile defence, just a hiccup in U.S., takes on political life in Canada (Canadian Press) Canadian Press - OTTAWA (CP) - Ballistic missile defence, a mere political hiccup south of the border even in an American presidential year, is showing surprising strength as a topic of public debate in Canada.",Politics
"Good times make Howard favourite This morning, as Australians prepare to vote in their federal election, John Winston Howard looks increasingly likely to win a fourth term as Prime Minister, eclipsing Labor #39;s Bob Hawke to become ",Politics
"‘Extremely scary’: Business owners, workers concerned of COVID-19 subsidy wind-down",Politics
Chile #39;s Pinochet Questioned by Investigative Judge An investigative judge questioned former Chilean dictator Augusto Pinochet for half an hour on Saturday to decide whether to indict him in one of hundreds ,Politics
"In Face of Warnings, Drug Giant Took Long Path to Vioxx Recall A review of Merck's handling of Vioxx suggests that actions the company took - and did not take - may have affected the health of potentially thousands of patients.",Politics
"Blast at Pakistan Shiite Mosque Kills 14 ISLAMABAD, Pakistan - An explosion ripped through a Shiite Muslim mosque in the eastern Pakistani city of Sialkot during Friday prayers, killing at least 14 people and wounding dozens, police said.    Witnesses reported that a man with a briefcase entered the mosque shortly before the blast and the briefcase had exploded, Sialkot police chief Nisar Ahmed said...",Politics
"US and Iraqi Forces Raid Ramadi Mosques Local residents arrive to examine a destroyed building in the center of Fallujah, west of Baghdad, Iraq, Tuesday morning, Oct. 12, 2004 following an US air strike.",Politics
Britain Hopes and Prays for Hostage in Iraq (Reuters) Reuters - Anxious Britons awaited news\on Wednesday of hostage Kenneth Bigley after his captors in\Iraq said they beheaded the second of two Americans being held\with him.,Politics
Howard Dean Considering Bid to Chair Dems (AP) AP - Former presidential candidate Howard Dean is considering a bid to become chairman of the national Democratic Party.,Politics
"Howard tipped to finally call Australian elections this weekend (AFP) AFP - Australian Prime Minister John Howard is widely expected to announce an election date this weekend, setting off a tight race between his conservative coalition and a resurgent Labor Party.",Politics
"Second Sunni Cleric Gunned Down in Iraq  BAQUBA, Iraq (Reuters) - Gunmen killed a Sunni Muslim  cleric in the city of Miqdadiya Tuesday, the second such  killing in Iraq in as many days, witnesses and hospital  officials said.",Politics
Putin questions Iraqi poll plan Russian leader Vladimir Putin voices doubts over plans to hold elections in Iraq next month.,Politics
"Car bomb kills 2 south of Baghdad BAGHDAD A car bomb exploded in a town south of Baghdad on Wednesday, killing two people and wounding 10, the latest in a spate of attacks that have killed some 150 people in the last four days.",Politics
"Japan  #39;concerned #39; on Korea missiles BEIJING Japanese negotiators expressed  quot;serious concern quot; Sunday about North Korea #39;s missile program, a Japanese diplomat said.",Politics
British troops hold last church service in south Iraq before risky move (AFP) AFP - Hundreds of British troops held a final church service in the relative calm of southern Iraq on Sunday as they prepared to head towards danger zones nearer Baghdad to help US forces tackle rebel hotspots.,Politics
"Haiti swamped by tropical storm In this nation beset by violence, disease and environmental devastation, weary relief workers struggled yesterday to gauge the magnitude of the latest disaster ",Politics
"Effort by Bush on Education Hits Obstacles Since President Bush signed No Child Left Behind, the law has imposed undeniable changes on public education, but it has also faced a backlash.",Politics
"Seven Marines die in Anbar fighting Seven Marines have died in combat in western Iraq. The fighting in Anbar, a vast province including Fallujah and Ramadi, was the deadliest for US forces since eight Marines ",Politics
"Pre-Election Tensions Mount in Florida (AP) AP - Pre-election tensions mounted Thursday in Florida amid claims of voter intimidation, promises that absentee ballots will reach the Broward County citizens who are missing them, and concerns that Republicans will question the authenticity of thousands of votes on Election Day.",Politics
"President's Party Leads Kazakhstan Voting (AP) AP - President Nursultan Nazarbayev's party took an early lead in Parliament elections Sunday, and his daughter's new party was running second, lending credence to suspicions of plans for a family dynasty.",Politics
"Iraq clashes kill 40, handover talks stall US tanks rumbled to within 800 metres of a holy shrine in the Iraqi city of Najaf today as fierce clashes with Shiite rebels in a nearby town killed at least 40 Iraqis, officials said.",Politics
Russia Finds Explosive Traces on 2nd Plane MOSCOW - Officials said Saturday they had found traces of an explosive on the wreckage of the second of two Russian airliners that crashed just minutes apart earlier this week. That would indicate terrorists caused both aviation tragedies...,Politics
"Belarus vote significantly short of democratic standards MINSK - Legislative elections in Belarus held at the same time as a referendum on whether President Alexander Lukashenko should be allowed to seek a third term fell significantly short of democratic standards, foreign observers said here Monday.",Politics
"Rutto Wins 2nd Straight Chicago Marathon CHICAGO - Evans Rutto of Kenya won his second straight Chicago Marathon on Sunday, finishing in 2 hours, 6 minutes, 16 seconds, and making him 3-for-3 at the 26.2-mile distance.    Daniel Njenga of Kenya was second in 2:07:44 and Toshinari Takaoka of Japan was third in 2:07:50...",Politics
How We Are Closing Electricity Metering Gap – Federal Govt,Politics
"US Electoral College withstands critics ... so far (AFP) AFP - Lambasted as antiquated and anti-democratic, the Electoral College that decides the US presidency has survived for centuries as an unmovable albeit creaky pillar of the American political system.",Politics
"Bush Predicted No Iraq Casualties, Robertson Says The Rev. Pat Robertson said President Bush dismissed his warning that the United States would suffer heavy casualties in Iraq and told the television evangelist just before the beginning of the war that ""we're not going to have any casualties.""",Politics
"Myanmar Still Irritant as Asia, Europe Heads Meet (Reuters) Reuters - The absent member will be the one holding\center-stage at a meeting in Hanoi of leaders of Asia and\Europe. In a hard-fought compromise, Myanmar's ruling junta\will not send its government head.",Politics
"Implanted Lens Sharpens Blurred Vision WASHINGTON - There's a new option for people who suffer from extreme nearsightedness, whose world loses its crisp edge just a few inches from their noses. The first implantable lens for nearsightedness was approved Monday by the Food and Drug Administration...",Politics
Four Palestinians killed in Gaza Four Palestinian men are reported to have been killed in the latest violence in the Gaza Strip. Two were killed in Beit Hanoun in north Gaza in what Palestinians described to Reuters news agency as a clash between Israeli troops and Hamas militants.,Politics
"Pope returns icon to Russia A Vatican delegation has returned a centuries-old Russian Orthodox icon to Russia #39;s Orthodox patriarch in a special ceremony. The Icon of Our Lady of Kazan, which has spent the last ",Politics
"Sharon Allows 1,000 More Settler Homes in West Bank  JERUSALEM (Reuters) - Prime Minister Ariel Sharon has  approved building tenders for 1,000 more Israeli settlement  homes in the occupied West Bank frozen earlier to avoid  upsetting the United States, political sources said on Tuesday.",Politics
"Thousands March over Gaza Pull-Out Plans Crowds filled downtown Jerusalem to protest at the proposed pullout, most of them Orthodox Jews. A huge banner behind the stage set the theme: Disengagement tears the people apart.",Politics
"Cueing the Balloons in Hussein's Home Town Iraqis hailed the rebuilding of a bridge destroyed during the war in a ceremony held Wednesday, but many have decried the slow pace of reconstruction efforts.",Politics
"Chronology of Saudi attacks Gunmen stormed the US consulate in Jeddah today in the latest of a stream of attacks against foreigners and foreign interests in Saudi Arabia, many of them blamed on the al-Qaeda network.",Politics
"Lawyer for teen killed by police says door still open for criminal charges (Canadian Press) Canadian Press - TORONTO (CP) - The door is still open for criminal charges against a Toronto police constable who shot a teenager to death, despite an investigation clearing him, a lawyer for Jeffrey Reodica's family said Wednesday.",Politics
"Tehran official calls a Bush win preferable TEHRAN -- The head of Iran's security council said yesterday that the reelection of President Bush was in Tehran's best interests, despite the administration's axis of evil label, accusations that Iran harbors Al Qaeda terrorists, and threats of sanctions over the country's nuclear ambitions. Historically, Democrats have harmed Iran more than Republicans, said Hasan Rowhani, head of the Supreme National ...",Politics
Australian state to get anti-terror boat squad (AFP) AFP - Australia's largest state said it would invest 27 million dollars (21.3 million US) in a specialist marine command capable of conducting high-speed pursuits of terrorists and other criminals.,Politics
"Jamaica's Police Commissioner Resigns (AP) AP - Jamaica's embattled police commissioner resigned following last year's record number of homicides in the Caribbean country, authorities said.",Politics
"From an Iraqi Pulpit, Prayers and Politics Friday sermons rival Arab satellite channels such as al-Jazeera in their influence over Iraqi opinion.",Politics
"Investigators Find Explosives in Russia Plane Wreck  MOSCOW (Reuters) - Explosive of a kind used by Chechen  rebels has been found in one of two airliners that crashed  simultaneously, Russian investigators said, making it look ever  likelier that the disaster was a political attack.",Politics
"Lebanon PM Resigns, Says Will Not Head New Govt. Lebanon #39;s Prime Minister Rafik al-Hariri resigned Wednesday after the pro-Syrian president #39;s term was extended under what lawmakers called pressure from Damascus.",Politics
Rescuers Hunt for Survivors of Egypt Bombing (Reuters) Reuters - Rescue workers scrabbled through\the wreckage of an Egyptian resort hotel on Saturday in a hunt\for survivors from bomb blasts targeting Israelis that killed\at least 30 people and buried dozens more.,Politics
"Africa and its children Second of three parts URAMO BEACH, Nigeria -- It was just a shack made of cardboard and bamboo.",Politics
"Putin, As School Toll Tops 350, Vows Fight BESLAN, Russia - A shaken President Vladimir Putin made a rare and candid admission of Russian weakness Saturday in the face of an ""all-out war"" by terrorists after more than 350 people - nearly half of them children - were killed in a hostage-taking at a southern school.    Putin went on national television to tell Russians they must mobilize against terrorism...",Politics
"Israel pulls out of Khan Yunis leaving 17 dead as Qurei urges int #39; &lt;b&gt;...&lt;/b&gt; Israeli troops withdrew from the southern Gaza Strip town of Khan Yunis on Tuesday morning, following a 30-hour operation that left 17 Palestinians dead.",Politics
"Thousands trapped by China floods as death toll hits 143, 50 more missing (AFP) AFP - The death toll from floods and landslides unleashed by ferocious storms lashing southwest China jumped to 143 with at least 50 more missing, state media reported.",Politics
"21 Pacific Rim Nations Hold Trade Talks Top government ministers from 21 Pacific Rim nations convened high-level talks on free trade and global security Wednesday, while police battled university students protesting the summit and a weekend visit by President Bush.",Politics
"Hastert Launches A Partisan Policy (washingtonpost.com) washingtonpost.com - In scuttling major intelligence legislation that he, the president and most lawmakers supported, Speaker J. Dennis Hastert last week enunciated a policy in which Congress will pass bills only if most House Republicans back them, regardless of how many Democrats favor them.",Politics
EU leaders hold talks in Sudan after new sanctions threat (AFP) AFP - A European Union delegation led by Dutch Foreign Minister Bernard Bot was holding talks after renewed EU sanctions threat against Khartoum over the Darfur crisis.,Politics
"Candidates on Issues: Medical Malpractice (AP) AP - Three times a week, The Associated Press picks an issue and asks President Bush and Democratic presidential candidate John Kerry a question about it. Today's question and their responses:",Politics
Boy held hostage in Iraq is freed Kidnappers in Iraq have freed a seven-year-old boy a week after seizing him while on his way to school.,Politics
"GOP Campaign on to Help Coburn in Okla. (AP) AP - Republicans rushed to the defense of embattled Senate candidate Tom Coburn in Oklahoma on Friday, airing a television commercial that accuses his Democratic rival of being a ""big time liberal"" and opponent of President Bush's tax cuts.",Politics
"Website claims hostage is dead A POSTING on an Islamic Internet site today said that an al-Qaeda-linked group had killed British hostage Kenneth Bigley. The claim could not immediately be verified, but surfaced on a website usually used ",Politics
Typhoon approaches mainland Japan The Japanese mainland is under threat from another typhoon - the second in less than two weeks. Typhoon Tokage has been lashing the southern Okinawa islands with heavy rain and winds gusting above 140 kilometres an hour.,Politics
"Typhoon Aere menaces Taiwan TAIPEI, Taiwan -- A strong typhoon lashed northern Taiwan on Tuesday, dumping heavy rain, grounding some flights and closing financial markets, schools and businesses across parts of the island.",Politics
"Colorado May Be Blueprint for Democrats (AP) AP - On the campaign trail, Democrat Ken Salazar criticized President Bush, Iraq and the war on terrorism. But the soft-spoken moderate spent just as much time talking about family, faith and the spirituality of his home in Colorado's San Luis Valley.",Politics
Fierce fighting around Iraqi city US forces and Iraqi militants exchange tank and mortar fire on the eastern edge of the western city of Falluja.,Politics
"Explosion Kills Four in Tel Aviv Market TEL AVIV, Israel - An explosion went off Monday in a crowded open-air market in Tel Aviv, and a TV report said at least four people were killed.",Politics
Israeli soldiers  quot;killed in Gaza blast quot; Jazeera said eight soldiers were wounded on Sunday and a ninth was missing in addition to the four dead. Israeli sources said there were.,Politics
"Bush's Nephew Rips Armed Border Guards (AP) AP - President Bush's nephew, campaigning for overseas votes in Mexico on Saturday, called the federal policy of arming U.S. Border Patrol agents with plastic pellet guns ""reprehensible.""",Politics
"45 dead in raid on  #39;closed #39; township BAGHDAD: The northern Iraqi town of Tall Afar, branded by the US military a den of foreign fighters, remained shut to the outside world last night after a massive US-led air and ground assault killed at least 45 people.",Politics
"Arafat, his Legacy and the Future OPININ (*)The Legacy: Yasir Arafat has been a disaster for the Palestinians, for Israelis, and for hopes of peace in the region.",Politics
"Motions against Sudan, Zimbabwe fail in UN committee (AFP) AFP - Two proposed resolutions condemning widespread rights abuses in Sudan and Zimbabwe failed to pass a UN committee, mired in debate between African and western nations.",Politics
"Ukraine enters third week of crisis with new deadlock (AFP) AFP - Ukraine entered its third week of political crisis with a new deadlock, as the opposition clashed with the ruling regime over changing the constitution ahead of a new runoff presidential vote ordered by the supreme court.",Politics
Manny flies to Italy after stunning recovery SINGAPORE (AFP): A five-year-old Indonesian girl critically injured in last month #39;s bombing of the Australian embassy in Jakarta flew to a new life in Italy on Monday after making a spectacular recovery at a Singapore hospital.,Politics
Car Bomb Targets U.S. Convoy in Iraq A car bomb in a crowded market north of Baghdad killed at least seven civilians and wounded 18 on Tuesday as a U.S. military patrol passed by.,Politics
"In Falluja, Young Marines Saw the Savagery of an Urban War A close-up chronicle of the most sustained period of street-to-street fighting that Americans have encountered since the Vietnam War.",Politics
"CBS Insists Anti-Bush Memos Accurate (Reuters) Reuters - Slammed by all sides, from\high-ranking Republicans to rival networks, CBS News vowed on\Wednesday to answer questions about the authenticity of\documents it aired in a story challenging President Bush's\military service during the Vietnam War.",Politics
"Britain's Blair Faces Heart Op But Vows to Lead On  LONDON (Reuters) - British Prime Minister Tony Blair said  he would go into hospital on Friday to correct recurrent heart  palpitations, but he vowed to serve a full third term in office  if he wins an election expected next year.",Politics
Westerners kidnapped in Afghanistan The first Westerners were kidnapped in Afghanistan yesterday when three UN election officials were bundled into a car by gunmen who ran their vehicle off the road in the capital Kabul.,Politics
"Seven Palestinians Killed in Gaza Clashes BEIT LAHIA, Gaza Strip Sept. 9, 2004 - Yasser Arafat #39;s expulsion is  quot;closer than ever, quot; the Israeli foreign minister said in remarks broadcast Thursday, and seven Palestinians were killed and 27 wounded ",Politics
Rooney set for Man Utd Wayne Rooney arrives at Man Utd's training ground for a medical ahead of a 25m move from Everton.,Politics
"Bombed Turkish synagogue reopens Istanbul's largest synagogue reopens amid tight security, 11 months after being  damaged in a suicide bomb attack.",Politics
"Kenyan ex-ruling party says sorry Uhuru Kenyatta, leader of Kenya's former ruling party, apologises for mistakes made over the past 40 years.",Politics
UK PM to undergo heart treatment Tony Blair is to be admitted to hospital on Friday  for a procedure to correct a heart problem.,Politics
North Korea #39;s number two leader in China amid pessimism over &lt;b&gt;...&lt;/b&gt; BEIJING (AFP) - A North Korean delegation headed by the Stalinist state #39;s number two leader arrived in China amid faltering attempts to resolve the standoff over the North #39;s nuclear weapons program.,Politics
"Thai officials placate south with release of prisoners Thailand #39;s prime minister announced yesterday that hundreds of Muslims detained after a riot in the country #39;s restive south would be freed, in a bid to ease tensions over the deaths of 85 accused rioters - including 78 who died in military custody.",Politics
"Powell calls Russian FM over Georgian conflict WASHINGTON, Aug. 17 (Xinhuanet) -- US Secretary of State Colin Powell has called Russian Foreign Minister Sergei Lavrov over the conflict in Georgia #39;s breakaway region of South Ossetia, State Department deputy spokesman Adam Ereli said on Tuesday. ",Politics
Civil war possible after Iraq elections: US' top soldier (AFP) AFP - US army chief General Richard Myers said in an interview that civil war could erupt in Iraq after forthcoming elections.,Politics
Chechen bombers slip the net TWO Chechen women suspected of blowing up two Russian passenger planes last month were detained but freed -- and then went on to bribe their way aboard.,Politics
Arafat's Nephew Says Cause of Death Inconclusive  PARIS (Reuters) - Yasser Arafat's nephew said on Monday  that medical records released by France showed no trace of  known poisons in the late Palestinian leader but the cause of  death remained a mystery.,Politics
"U.S. Soldier Dies in Truck Crash in Iraq (AP) AP - A U.S. soldier was killed in a truck accident north of the Iraqi capital on Wednesday, a military spokesman said.",Politics
Cyprus calls Turkey to EU talks Cyprus invites Turkey to discuss the stalemate on the divided island which it says is crucial to Turkey's entry.,Politics
Portuguese prime minister quits Portugal's Prime Minister Pedro Santana Lopes announces the government's resignation.,Politics
The Price Paid for Blood on a Child Prosecutors have dropped charges against the parents who didn't pay enough attention to blood on their child's head when he returned home after being out all night.,Politics
"Epic food convoy crosses Sahara The first convoy of food for Sudanese refugees arrives in Chad from Libya, crossing the Sahara Desert.",Politics
"London court set to rule whether radical cleric to face charges (AFP) AFP - Radical Islamic cleric Abu Hamza al-Masri was set to learn Thursday whether he would be charged under Britain's anti-terrorism law, thus delaying his possible extradition to the United States to face terrorism-related charges.",Politics
"Chiefs Lead Ravens in Fourth Quarter BALTIMORE - Priest Holmes had his third 100-yard rushing game of the season and the Kansas City Chiefs held a 20-17 lead over the Baltimore Ravens after three quarters Monday night.    Trent Green led the Chiefs 60 yards in 11 plays on the tiebreaking march, with a 16-yard completion to Chris Horn on third-and-10 extending the drive...",Politics
Pakistan's Musharraf starts Brazil visit (AFP) AFP - Pakistani President Pervez Musharraf travels to the Brazilian capital for talks with President Luiz Inacio Lula da Silva as he seeks to strengthen his country's international ties and open new markets.,Politics
"Rocket lands near Afghan school as President Karzai due to visit (AFP) AFP - A rocket landed near a school in southeast Afghanistan minutes before President Hamid Karzai was due to visit, forcing him to abandon his trip, presidential spokesman Jawad Ludin told AFP.",Politics
"Indonesia's Megawati Apologizes, Warns on Terror  JAKARTA (Reuters) - President Megawati Sukarnoputri urged  Indonesians on Thursday to accept the results of the country's  first direct election of a leader, but stopped short of  conceding defeat.",Politics
"Canas, Lopez Advance to CA Trophy Final Argentina's Guillermo Canas beat Tommy Haas of Germany 6-4, 6-3 Saturday to advance to the final of the CA Trophy.",Politics
"Russians Begin Burying Victims of Attack BESLAN, Russia - Mothers wailed over the coffins of their children Sunday and dozens of townsmen dug graves in a football field-sized piece of scrubland next to the cemetery. Funeral processions snaked through the streets of this grief-stricken town as Russians began to bury victims of the terror attack on a school that left more than 350 people dead...",Politics
"Australians to vote on 9 October Australian leader John Howard calls a general election for 9 October, seeking a fourth term.",Politics
"Hamas agrees to avoid infighting Ahmed Qureia, the Palestinian prime minister, has appealed to all political and military factions to avoid violence while Yasser Arafat lies critically ill in a French military hospital - and after he dies.",Politics
"Fifth embassy bombing suspect arrested Indonesian police say they have a fifth person in custody, who is believed to be linked to the bombing of Australia #39;s embassy in Jakarta.",Politics
"Venezuela gives US\$1m to Haiti after tropical storm Jeanne Venezuela will give Haiti US\$1 million (euro810,000) to help the French-speaking Caribbean country recover from Tropical Storm Jeanne, which left at least 620 people dead and caused major damage last weekend, an official said ",Politics
